,Title,Rating,Review Date,Review
2369,Ads are annoying,3,3/3/2021 14:41,"Annoying, annoying and annoying ads. I hate it when I wanna listen to a music and almost all the time I should listen to 20 seconds of ads!"
2370,Five stars but...,5,2/9/2021 16:26,This is amazing would recommend this to people that love lofi but ads are a little frequent thats it.
2371,This is epic,5,2/8/2021 7:16,The only reason I am giving this a five star review is because of the hit song tribal 2.0 by Jacob kimerer it is truly life changing
2372,Use it every day,5,1/20/2021 12:13,This app is great! I’m a big fan of lo-fi music and I can find Lo-fi music and more! I really recommend it if you like public music
2373,OMG BEST MUSIC AP EVER,5,11/22/2020 12:40,I love this app this app is perfect for when you want to listen to music or a certain song you don't have to pay for premium music
2374,No way to manage account,1,1/8/2021 14:26,"Can’t check the messages or do many other things that you need to do to manage your account. And if you try to sign into SoundCloud on iPhones internet, it refuses to let you and says you have to use the app to use sound cloud on mobile. Frustrating."
2375,Honestly this app is good,4,12/5/2020 3:53,It’s great bc u can stream most songs just wish premium wasn’t like it was and u could do every song but it’s fine
2376,Best Music Service,5,11/12/2020 6:00,"I’ve tried them all and Soundcloud is my favorite, lots of good underground music that’s not on the more corporate platforms."
2377,Best app ever,5,9/29/2020 16:53,"I like sound cloud been using it for years now 
Keep the good work sound cloud team
Thank you"
2378,Waste of time,1,11/3/2020 11:23,I'm a music composer and usually i upload my music which i create with a variety of music apps to this app ... But i will never accept that this app accusing me of breaking a copyright while these music made by me and i got the master music records only because it's looks like another music by 1% ... No way i accept an insult like this
2379,Great app,5,8/13/2020 19:53,Keeps playing even when the app is closed I used this during games with friends or even studying
2380,Promo spam & drug advertisement,3,8/15/2020 16:20,There’s way too much comment spam on songs where people are self promoting or even advertising drugs..! Also I can’t figure out a way to change the name of my playlist which means it’s lacking function.
2381,Amazing,5,8/9/2020 10:37,"It’s amazing for music, but currently and I not sure if it’s a bug, but for some odd reason my playlists are appearing twice. Overall an awesome app to use for music!!!😄🎧"
2382,Too Many Ads Now,1,7/19/2020 16:50,"Just like the title says, good luck listening to any music with this app tossing you an ad after every song. If your lucky you’ll get to listen to at least two before you get another. And the video ads? Can’t tab out of the ad and multitask. You have to watch the ad to continue listening.... thanks for that."
2383,Title,5,7/5/2020 4:04,SoundCloud is great because all the good trap metal and witch house starts there. My only issue is the 30sec long back to back unskippable ads but no bug deal i should just pay.
2384,Great app!,4,7/10/2020 11:42,The app is great itself but in recent updates more ads have been playing then before! Before you would get an ad every 20-25 songs and now it’s 1-2 songs.
2385,Best App Ever,5,5/29/2020 16:50,I haven’t any problems with this app what so ever. Hands down best app I’ve used for music and it even has music that isn’t on other apps. I really like this app.
2386,NO,2,6/30/2020 16:54,"i mean if you like listening to 2 minute ads before every song you listen to, then i guess it’s okay. it would be tolerable if it was 1 ad every 5-6 songs but now it’s after literally every song. and if you fall asleep listening to a song you’ll be ear raped by a stupid mcdonald’s breakfast ad"
2387,So good until their new update,1,6/19/2020 22:47,"It was such a great app to use, but then they made 80% of the songs I had on my playlist only playable if I purchased SoundCloud premium for $13 a month. Started using Musi which is just like the old version of SoundCloud, but I’ve still spent hours adding all my music to Musi so I’ll leave this last bad review before I delete SoundCloud"
2388,Love soundcloud hate the app!!,1,6/13/2020 22:54,"Soundcloud is awesome but their app is god awful. Always crashes and they need to add a lot of features.  Such as play next, easier ways to add a group of songs into a playlist. Very primitive app. And as of now I cant even open the app it just crashes everytime. Been using soundcloud for over 5 years and its starting to get pretty out dated"
2389,Amazing,5,5/7/2020 0:05,SoundCloud is an amazing way for me to make goals as an artist and provide the internet with my many sounds. Thanks for being so great! Keep up with the good music.
2390,Weird,3,5/10/2020 14:11,I have been using soundcloud for as long as i can rememeber and i dont know if this is a glitched but about 98% of my songs got added to soundcloud go in 1 day i go to soundcloud and they were all soundcloud go so i want to know if its glitched or just being weird.
2391,Nice for music i guess,5,4/14/2020 19:29,Theres a lot of playlist and gives newbie rappers a chance to grow a lot of people came from here and i enjoy it very much
2392,"Excellent, but there’s one thing remaining",3,4/24/2020 15:01,"I love SoundCloud, it’s one of my favorite music apps, but I’d love if you guys add a regular music player which doesn’t have a Quota and that’s private, the possibilities of having a music player in SoundCloud are massive, so I’d love if you guys could add one in the near future."
2393,SoundCloud Review.,5,4/7/2020 23:16,"This is an amazing app, everything that I search for, I immediately find. I highly recommend this app for music lovers like myself!"
2394,SoundCloud,5,3/17/2020 19:11,Hi my name is Ruben and I just wanted to say that SoundCloud is a really good app to use because you can fine songs that you can’t find on other music apps.
2395,Incredible,5,3/3/2020 20:40,It’s amazing no ads you can play any song you don’t need premium and it has amazing playing quality
2396,Definitely would recommend,5,3/1/2020 15:30,This is literally how to get started with your music career or with your playlists perfect app.
2397,No problems really,5,2/22/2020 13:12,Just uploaded my music trying to get a better feel out of the use of SoundCloud
2398,Diversity,5,2/18/2020 15:12,"I’ve been listening to soundcloud for over ten years and it’s been the single best source for finding new, unique music in all genres."
2399,Almost every song in my library has become SoundCloud GO exclusive,1,1/12/2020 19:11,"I have almost 1400 songs in my liked library and now about 1100 of them are only available, a very bad and sudden change and I can only listen to some songs for their full length without paying. I used to love this app but I can’t even stand to use it now."
2400,Very good app for new creators,4,1/11/2020 20:52,"very clear music, great options, but I wish that they would make it easier to shuffle playlists and edit things in personal libraries. Otherwise great!"
2401,Sound cloud,5,6/20/2022 5:10,I love sound cloud but can you make it so that you can listen to music offline
2402,terrible update,2,8/23/2022 18:38,I like the app but after the new update half of my saved songs went missing which I guess is a glitch since I have an account and all of my songs are saved in a playlist
2403,Ads,4,6/29/2022 10:25,SoundClouds good but the ads bug me because they can’t be skipped and you have to go through 30 seconds of music you don’t like.
2404,Please Fix.,4,6/23/2022 3:15,Could you fix the playlist from  disappearing every time I try to add a new song to a playlist. Thank you.
2405,W update,5,6/8/2022 19:09,Oh nah SoundCloud realize they were in like 6 place and made a W update so far I haven’t look at it fully
2406,Unlike,3,6/17/2022 23:10,"Unable to unlike songs from playlist as they still appear but they move to the top of the playlist 
Please fix"
2407,Love it,5,3/1/2022 17:45,"Used it since I was 14 and have loved ever minute, I get to see how my music taste has evolved and I can always go back for nostalgia"
2408,Fix Bug,4,5/6/2022 16:36,Keeps crashing every two songs
2409,Love Soundcloud but there pops an issue these days,4,4/18/2022 4:08,"During listening (background playing), SoundCloud app always forced terminated by itself."
2410,SoundCloud is the most important app in my daily life.,5,2/27/2022 2:26,This application brings humans together & changes lives.
2411,Love the mash ups!,5,2/24/2022 22:03,I’m a huge fan of mash-ups and there are some amazing ones here. And you can search for any genre. So great for my workouts.
2412,My Fav Music,5,12/29/2021 17:47,I like soundcloud more than them all actually. Way better playlists
2413,SoundCloud,5,12/21/2021 22:20,It’s a really good app but I don’t like that if the playlist is over it goes to different songs
2414,Best music app ever!,5,12/21/2021 17:16,It has a my favorite songs here. They recommended songs that I love. And SoundCloud rappers are super hard and that’s why I love SoundCloud.
2415,My problems,5,10/27/2021 14:51,I like the app but every time I sign in its kick me out of the app I hope you can fix it
2416,Rating,5,10/26/2021 1:00,Easy to use and locate previously used
2417,Surprise,5,7/22/2021 16:12,I was looking for a long lost friend who I knew had to have recorded something by now and found it here ! It was awesome !
2418,It’s SoundCloud,5,7/8/2021 10:40,"Make music, listen to music, if you’re reading reviews you’re probably stupid"
2419,Free music listening,5,7/1/2021 9:14,"Incredible app you can find anything here and it will play more related music afterward 
I love it 😻"
2420,SoundCloud is the best music app,5,6/19/2021 0:58,In my opinion SoundCloud is the best app to listen to music on becuase pretty much ever song is free and there is like no adds at all!😊😎😄
2421,The new update the new update screwed up the songs and they don’t even play anymore.,2,6/29/2021 13:04,"The new update screwed up the songs and they don’t even play anymore, I deleted the app and down loaded it again, It still didn’t work."
2422,Legit,5,3/17/2021 10:31,"App is legit, had no problems, easy to find songs and upload too!"
2423,SoundCloud,3,6/14/2021 4:55,Honestly is a good app for music but the bad thing is it has an ad after every song and if I have to pay to listen to music without ads I rather pay for Apple Music
2424,Fix this,3,4/5/2021 14:11,Alright I have been using this for 3 years. Was good for a while and I loved it. But since the ad stuff happened I can’t get passed 2 songs without an ad. So I usually turn my phone on airplane mode. F ads
2425,Unable to Edit Playlist,3,3/28/2021 4:39,It was great until I keep getting the error message check internet connection when I edit my playlist.
2426,No problems but...,4,3/23/2021 0:39,The recent update deleted songs off my playlist
2427,Very good app!,5,1/25/2021 4:29,It’s very good app ever I use much more sound cloud I like the background music option in sound cloud it’s really amazing...
2428,great but bugs,4,3/4/2021 2:41,sometimes I get adsThen when the ad is done The song plays but it shows the ad still
2429,AMAZING,5,1/8/2021 16:24,there’s so many amazing new artists that are trying to get big. i’ve supported everyone i’ve come across
2430,Very good but...,5,1/6/2021 22:17,This app is really good it’s just that I would like to close out SoundCloud while a ad is playing but it stops
2431,More friends,5,11/24/2020 13:18,Wish I had some connects so I could do more business but that’s a personal problem. Lol🎶
2432,SoundCloud Review,4,12/10/2020 17:38,"I have fun listening and showing my music to this app, it’s a lot of fun with the feedback and listening to other people’s songs!!"
2433,Great app,5,11/4/2020 1:10,This app is amazing because I can listen to music and draw at the same with my phone off and it’s amazing
2434,Best music app,5,10/24/2020 3:59,Been using it for years now never had issues
2435,It be supa gud,5,10/15/2020 16:22,Sound cloud has some good music that you can’t get in Apple Music or other platforms and I’m truly impressed by it.
2436,great music,5,9/13/2020 6:35,i LOVE soundcloud but i hate the adds specially the tide adds are very annoying but other than that i love it 100%
2437,Pretty cool app,5,8/11/2020 16:56,It’s a pretty nice app you can skip unlimited times they have unreleased and slowed down songs and have a pretty big selection of music
2438,Ads??,5,7/22/2020 4:03,Cool app but why am I getting ads about a girl saying that I’m vaping when I’m not 😂 and I don’t even do drugs like what. I’d really like if I got different ads like anything but drugs.
2439,HELP,3,7/25/2020 0:30,"Why is all my music now considered previews and I need to pay to listen to 95% of my playlist? This happened over night, it was not like this the last time I was using sound cloud but now all of a sudden I can’t listen to my music??"
2440,Amazing,5,7/12/2020 4:38,I use SoundCloud for unreleased music and lesser known artists that aren’t on main streaming platforms and the design of the app is easy to navigate and clean. I recommend
2441,Why I have them 1 star rating,1,7/14/2020 0:16,I gave them 1 star because they changed almost every song on my playlist to go+ meaning I couldn't listen to the majority of those songs completely without buying sounded go+ Even though days previous to this one I could listen to all the songs on there. This app is a disgrace
2442,Reliable,5,5/13/2020 9:24,It has kept all my songs intact for years else I would’ve lost my own music
2443,Sound cloud,4,6/15/2020 14:04,I really like the app there’s just a few things that I wish they would change. I wish they would get rid of GO+ so you could listen to any music.
2444,Great app,5,5/6/2020 1:20,I think it’s a great app because have songs that most platforms don’t have and it’s also free
2445,Love the music so much and you should get it to so like get right know SoundCloud one of the best,5,4/11/2020 6:08,Love the music so much and you should get it to so like get right know SoundCloud one of the best
2446,Needs an Update,3,5/2/2020 20:24,Soundcloud constantly crashes after a song is over and sometimes crashes when I select a song from my playlist
2447,TOO MANY ADS,2,4/12/2020 14:29,I’ve had SoundCloud for years and since the last couple years the amount of ads has gotten insane. You play two songs that are a couple minutes long and are guaranteed an ad. I wish they didn’t screw up the app and left It the way it used to be.
2448,songs,5,4/1/2020 14:25,"I love the songs they have on here, I have apple music and half the songs i can’t find on there, i can find on here and i love it!!!"
2449,☹️,4,4/7/2020 15:19,There is a new update that kinda ruined Soundcloud every single song now requires Soundcloud plus and before u never had soundcloud plus but now i have to pay
2450,Review,5,3/26/2020 15:21,It is the best music app when I need it and it doesn’t need service for recent listings history which is what I use and like tracks
2451,Great app,5,3/25/2020 7:04,Finds music other apps can’t even if it’s not exact song still sounds great and way better music
2452,From the basement to the world #soundcloudwasthereformusic -cineplex,5,3/19/2020 6:23,"Soundcloud made it possible to share and deliver-exactly what is being ""created "" the soil that help me grow from the roots I come from  -cinoe"
2453,Really good app for up an coming artist,5,3/9/2020 0:01,"Must use for new rapper with fresh sound!!
We need more!!! Like a smart watch app too
I love the comments section too"
2454,SoundCloud Go problem,3,1/27/2020 23:01,Sometimes it’s gonna make all of your music go into SoundCloud and you have to buy SoundCloud go just to listen to it again or you can make another account but it gets really annoying
2455,I like the app,5,1/27/2020 1:49,It’s really good for the gym and you can go on games and it will play turn your off and it will play definitely a five star rating
2456,5,5,1/2/2020 22:23,"So first, I’m glad that you can stream more underground music, but there is a lot of ads, that is the only problem for now"
2457,SC is great,4,1/18/2020 0:12,"I just downloaded the app but I’ve been using SoundCloud for some time now. It is the best streaming service on the Web period. 
Right up there with UTube. Look up your favorite podcast. It’s most definitely on SC."
2458,Very Good,5,8/4/2022 10:10,They all the type songs you want and need and very few ads!
2459,BEST THING TO HAPPEN TO ME,5,6/16/2022 0:39,"SoundCloud has to my favorite music app of all time. Literally I love you guys and the new look that and guys gave was just amazing. I just love you guys so much, <3"
2460,I need help,4,7/27/2022 9:35,Hello SoundCloud my account is acting and I got logged out and it says that I’m already have my account but it says I couldn’t log in pls I want my account back pls 🥺
2461,"STOP CRASHING, PLEASE....",3,6/19/2022 2:38,This has been gradually happening more and more; only happens when I go on another app for a few seconds or if I lock my phone screen. It just did it to me again while typing this. PLEASE FIX THIS
2462,SoundCloud does it,5,3/21/2022 20:06,For me there's no better way to create manager an algorithm that picks new music I like to play than SoundCloud
2463,New format testing.,1,6/13/2022 13:38,"I was involuntarily switched to the new SoundCloud format as a preview and it’s horrible. The look is better I suppose but it runs worse. I woke up & I'm unable to play anything before updating, after updating, & restarting my phone. Just why, switch me back I didn’t ask for this."
2464,Replay,4,5/4/2022 20:19,"Please please please please PLEASE add the replay playlist feature like andriods 
I dont like how you cant keep a playlist on repeat and have to only replay 1 song at a time"
2465,Better than anything else,5,2/18/2022 11:01,Good actually
2466,sound cloud was my daily music app,1,3/17/2022 16:37,"I use to love soundcloud, i had 1400 likes, used it hours a day, but i logged me off and i forgot my log in details and soundcloud has horrible customer service and no phone line to call, if getting help when you need it is important to you don’t use this app"
2467,Very good,4,2/23/2022 23:20,"Very good for young artists, seems to have every song, good quality streaming, and they allow you to get your music on the map"
2468,SoundCloud,5,12/24/2021 1:12,Not too many ads clean audio and more music to chose from
2469,Great app,5,12/19/2021 23:14,Great streaming and so many songs! Would definitely recommend.
2470,This app gives every artist potential,5,10/8/2021 16:51,My music popping off very good place to start your career
2471,garbage,1,11/15/2021 23:18,"constant crashing if u have 1000+ liked songs and haven’t been able to add a song to an existing playlist in months. It doesn’t even give you the option to add a song to a playlist, just create a new one 😑. How do you expect us to pay for this broken mess ?"
2472,Rating…,5,9/23/2021 4:56,"This app is legit such a good app for studying, playing, sleeping, or just vibing! More people should use Soundcloud. That way more people can enjoy."
2473,Amazing,5,9/21/2021 16:31,Good App for when you playing a mobile game and you want to listen to music
2474,I love SoundCloud!!!!!,5,9/15/2021 21:28,I love this app you guys really know how to showcase new music there’s no better app for up and coming artists out there
2475,Skipping,5,9/12/2021 16:13,Every time a song ends it skips a few songs
2476,Why it’s not working,3,9/12/2021 5:36,"I need to report something , everytime I tap on the app , it kicks me out I don’t know what am I suppose to do I really love this app now it doesn’t work for my phone, that makes no sense I really love this app"
2477,SoundCloud,5,8/23/2021 21:43,SoundCloud is great for when your on the road because it doesn’t need any internet it’s the best app ever
2478,Jisungsblkgf,5,7/25/2021 23:18,Even though they don’t have every song
2479,Sound clouds awesome,5,7/25/2021 7:57,Sound cloud is freakin awesome I find all the best music on here and they give the best recommendations for other music it's a must have
2480,Perfect,5,7/2/2021 19:19,"I love this app mostly bc it has all tiktok songs slowed, reverted and others I definitely recommend this!"
2481,SoundCloud,5,5/30/2021 5:00,SoundCloud is the best music app because it has everything need and then some
2482,"Great, but a bug report too.",4,6/21/2021 4:06,"My experience with SoundCloud is great, but there is a bug which unliked all the tracks I liked, can you fix it?"
2483,Need solution,2,6/5/2021 20:22,I deleted the app because it's playing music automatically when I connected with Airpods or my Car play and sometimes it’s working in the background when I'm on a phone call it's a noise thing. we need solution
2484,Recent updates,1,6/5/2021 19:05,With the recent updates and changes to this app I lost ALL my favorites and saved listening history and playlists and podcasts I used to listen to. They are unavailable now. Can’t even look them up. I’d give the app 0 stars if I could. I’m out. Went from 5 stars to 0 Good job guys.
2485,Great app I use daily,3,6/1/2021 22:35,Love this app and use it all the time. But it is so laggy and glitchy. Like when trying to scroll through a playlist it barely goes 3-5 songs at a time and just so laggy
2486,I love SoundCloud,5,5/29/2021 0:27,"I’ve been using it for years, if you want originality and underground artists this is the place to be"
2487,Hi :),5,4/15/2021 22:35,This app helps me when I am sad and happy I really love this app and it doesn’t cost any money I definitely recommend this app this is a amazing app
2488,Can’t report songs!,2,5/28/2021 15:08,I found this song that I won’t say the name of for your own good but when I tried to report it it said you can report verified songs like what that song was disgusting so I came here to spread the word about this deflaw in SoundCloud
2489,..,4,5/23/2021 23:56,Amazing app just wish SoundCloud premium wasn’t a thing. I wish I could listen to those songs on SoundCloud premium without paying but good app👍
2490,BEST App for FREE!!,5,4/4/2021 3:16,"Easy navigation of app and functions within. Streams music flawlessly, even in background as I write this review! Thanks to developers like this."
2491,Great music platform!,5,2/22/2021 18:56,This is a wonderful platform for discovering real music you won’t find on the radio.
2492,Logged me out,3,3/12/2021 2:13,"I love the app, but it logged me out and i can't get back in. I don't know what happened but i tried to get back it and said ""error"" and something else, i forgot. Other then that, i like the app"
2493,Hard worker,5,2/12/2021 6:17,I love posting my songs on this app hope I will become famous on here
2494,Rap Artist,5,1/21/2021 15:34,As a person who enjoys music/beats and creating stuff as well ide give sound cloud a 5/5 i use it all the time
2495,Original NEW Music!,5,1/16/2021 18:45,"I was sent a song from a local Baltimore rapper in this App, and once I listened to it I heard other great songs! 👍🏽"
2496,It’s okay,4,12/7/2020 21:08,It works great but of course it has its problems sometimes it glitches plus the advertisements are annoying🙄. But its still a GOOD app👍
2497,Great App.,5,12/6/2020 4:45,"Been using it for 10 years, great way to help with life, those who’s cherish music on the day to day basis will feel this ✊🏼"
2498,Transcending!,5,12/5/2020 4:10,The levels in which I am able to be continuously transformed by the music are immaculate.
2499,WigSplitter,5,12/2/2020 2:40,"It is easy to use, and has very good music choices. Everything I looked for I found."
2500,Great app,5,11/29/2020 6:44,I really like that it plays in the background for free it has a lot of great songs 7 to 10 stars
2501,Sand7863$,5,11/9/2020 15:08,I love to listen to SoundCloud. It helps to get me through the night day at work. Time goes by go fast.
2502,Love this,5,10/16/2020 0:20,I have had this app for 1 year now and you can’t buy the songs but it’s really good !!
2503,Love this app but problems,5,10/8/2020 2:20,Every time I try to listen to a song it plays and ad. I get an ad after every other song!!!! And it’s the same ad TOO!!!! ALL I HEAR IS O RILEYS AUTOPARTS ADS IN SPANISH PLEASE FIX
2504,Awesome app!!,5,8/26/2020 19:23,I have been using this app like everyday and the updates get better and better. Better optimization every update.
2505,Gr8,4,9/18/2020 22:02,Add a queue option and better playlist customization like rename on phone and add songs easier and app would be goated
2506,Premium,5,8/18/2020 13:43,It took off a lot of upstream music but it’s okay because other people can repost them on there account
2507,Its great but one problem,5,7/21/2020 7:04,"Its like i have all the music i want, then the next day it says i need soundcloud go to listen to all the music"
2508,Don’t understand,3,7/21/2020 23:10,All my music now is go + and zero of them were never that. Can u explain to me why that happened? Are u guys desperate for money? Sorry to tell u guys people don’t have the money to spend 13 bucks a month 😒. Fix ur stuff man.
2509,best music app,5,6/29/2020 23:43,I feel soundcloud is the best music app. It has all the good music plus you can play music while doing other things.
2510,I should be in a commercial,5,6/9/2020 21:03,"I don’t live FOR music. But music makes my life so much easier. SoundCloud is one of my preferred apps when I’m tryna catch a vibe. 
-Listen responsibly 😎"
2511,Great music but poor service.,1,6/26/2020 13:17,I have had many problems with SoundCloud ranging from only being able to have 500 songs on a playlist to report system not even working. As well no notifications for songs at all even though I made sure it was on. App needs many improvements
2512,Long term changes,3,6/20/2020 17:58,"Ads have taken over this app. It never used to be the way it is now. The app itself runs smoothly and I rarely have a problem. But it seems as if over time, I’m being flooded with ads."
2513,too many advertisements,1,6/20/2020 3:24,"Long advertisements - two of the 30 seconds ads for every couple of songs you switch. So if you’re trying to go through a playlist you have you might end up listening to ads more than you listening to songs. Don’t walk away, run from this app !"
2514,Go+,3,6/19/2020 5:30,I don’t know if this is a glitch or not but i had songs in my playlist that i could listen to and were not go+ but all of a sudden all of the songs in my playlist we go+ and i couldn’t use it anymore
2515,My songs are gone,1,6/11/2020 11:47,I added a song to one of my playlists yesterday and for some reason that was the only one that would show up. I deleted the song but that one stayed and deleted the rest of my songs. That was one of my favorite playlists. Please fix this problem and return my songs if you can.
2516,Barely any adds,5,5/28/2020 22:07,"I love this app because there are barely any adds, and you can play almost every song ever!"
2517,Tokyo cat :3,5,4/28/2020 19:09,Hi I’m the YouTuber Tokyo cat :3 I enjoy the app and listen to a ton of music on the app and you can search up songs my favorite is roses :3 I recommend buying this app it’s a great app :D!
2518,Lost ALL MY MUSIC,1,5/24/2020 0:55,I’m super upset. I’ve had SoundCloud for a very long time and have gathered so many songs on my playlist throughout the years. I just recently got a new phone and because I don’t have my Facebook anymore that I used to log in on my soundcloud I’ve LOST ALL LT MUSIC. Please if there is anyway you can help me log back into my old profile I would appreciate it so much!
2519,Why does it keep doing this,1,5/11/2020 22:16,I have had SoundCloud for a while it was good for awhile if I looked for a song I would pray it was not in the SoundCloud membership well I had my own playlist and I thought nothing would happen SoundCloud made all of my favorite singers for the membership ir is so annoying 😡 they all have only a sample it get really annoying
2520,S,5,4/23/2020 14:29,I like SoundCloud because is has great music however it does have lots of ads
2521,Love this app,5,4/15/2020 15:30,"Never freezes, sound quality is always clear"
2522,😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1,4/23/2020 13:56,I have had this app for a little while and every one in a while it does this but I have had enough and I’m fed up with it. One day my music is there the next it’s all gone or I have to pay for it and that’s not fair to me. So I will file a report on SoundCloud again cause this is ridiculous. 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
2523,Soundcloud Go!?!,1,4/18/2020 4:10,"Why am I getting pop ups on my iOS sound cloud while I'm playing music after I already pay $4.99 a month for whatever premium service I have?? This pisses me off. Also, there is no way to close it or minimize the ad. This is a slap on the face to paying customers. The ad is for SoundCloud Go. 
Goes away or UnSubbed.  One month"
2524,It’s great!,5,4/5/2020 20:55,"I love the app! If there’s songs that aren’t on Apple Music, they’re on SoundCloud! It’s perfect! I make videos so I listen to songs and make ideas for the video! Thanks!!"
2525,App constantly crashes,2,4/7/2020 4:07,SoundCloud itself is great but the app constantly crashes or glitches out. It’s very buggy and it seems to never get better after updates. If anything it’s gotten worse. Would use the app more if it actually worked.
2526,To sound cloud,5,3/27/2020 12:47,I love this app for listening to music while playing video games that’s why I would give this a 5 star rate
2527,I really love this app,5,1/22/2020 3:07,I love the app and I have found everything I need for the past months. Please show this app some love and download it would really help.😎
2528,Deleted all my offline songs when skiing,1,3/15/2020 14:42,"I've been a SoundCloud Go+ customer for years, and the app suddenly decided to delete all my offline playlists for no reason. This was particularly awful because it happened while skiing. Literally the only reason I pay for SoundCloud is for offline access, so what gives?"
2529,Good but...,4,2/7/2020 4:36,SoundCloud is amazing it has almost every song but on iOS for some tease you can’t put your play list on repeat I would love if that was fixed otherwise it’s great
2530,"Too many ads, no good free songs",1,1/31/2020 15:36,"I’ve had SoundCloud for 3 years
There’s too many ads but you can skip them discreetly, but all of the songs you’ll get the app to listen to you’ll have to pay for, and with the free version sometimes 98% of your playlist(free songs) can turn into only SoundCloud go+ and you can’t do anything about it"
2531,SoundCloud review,5,8/17/2022 16:55,This is one of the best sound hubs for all artist more importantly the up and coming artist!!! It’s a great community of for these collective minds to create and be hear.
2532,ITS SO AMAZING,5,8/14/2022 5:05,I can finally listen to music if I’m drawing or doing gacha video or I can just listen to my favorite songs and discover more songs!🤪💅✨ slayy
2533,Miriam DK,5,8/5/2022 1:59,I recently discovered SoundCloud and I have been listening to LJ Minds. I recommend giving them a listen. Enjoying their sound! ♥️🎶
2534,Review,5,8/2/2022 23:47,"Great app not too many ads without premium,more selection of music"
2535,Soundcloud,5,7/20/2022 23:10,"This is a great music app 
It lets me listen to new and old music some before it even drops"
2536,Carplay Cover Art,5,5/27/2022 6:23,Ever since IOS 15.5 song art hasnt been showing on the screen for carplay please fix this asap .
2537,DO SOMETHING ABOUT THE LIKE TRACKS,3,6/10/2022 22:36,"Good app but yall need to add a option where u can move your songs around in the ""liked tracks"". Once you unlike a song by accident, u cant put it where you want it to be. And that messes up peoples flows."
2538,My cancer won guys SoundCloud is the best music app I keep my self in music,5,4/16/2022 12:40,I keep my self in music so I be waiting in heaven for all you bye…
2539,Pretty good!,4,5/22/2022 22:04,Could be better with playing music you actually like..but overall good for finding new artists!
2540,Bug after bug,2,5/19/2022 7:31,I love SoundCloud but man does there need to be a place to report issues with the app. Currently cannot get the stream tab to load and hoping this can be fixed soon if this isn’t a personal issue.
2541,Best app,5,4/12/2022 10:31,I mess with this app heavy it got a lot of my favorite song s on here and it’s just a app name to like who would think of SoundCloud 😭🔥🔥
2542,dope!,5,2/4/2022 0:59,wish you could read the caption section on mobile like you can on PC
2543,SoundCloud,3,3/19/2022 19:04,So I’m pretty confused on why it’s erasing my liked songs when they were here just a second ago but has my listening history still there.
2544,Git’s to havitz !,5,2/2/2022 13:40,Worth every hard to find until you can remember aye-O what was the name of that album or 90’s song blues !
2545,Amazing my favorite music app,5,1/2/2022 1:59,SoundCloud is my favorite app I have on my phone there are very few ads.
2546,One of the best music apps ever.,4,1/22/2022 8:04,One of the best music apps ever. Just make it to that all music are available without Wi-Fi or Service. Definitely 9.8/10 recommend app.
2547,ads,4,1/6/2022 23:41,the ads aren’t too much of a bother but would be way better if I had premium
2548,SoundCloud,4,11/24/2021 1:57,4 because it is a good service app and has great songs that sometimes can’t have on all music apps. But has ads.
2549,Good,5,8/31/2021 20:28,This is a good app to download for music or  to listen to podcasts 10/10 recommended you should download
2550,Not worth it anymore,1,10/4/2021 16:20,"The ada are incredibly annoying 
They’re long, many, and there’s not even an option to skip it after a certain amount of seconds
And there’s an ad after every single song
Literally the worst app by far for music right now"
2551,Nice app,5,8/9/2021 3:18,Honestly great app just a bummer sometimes it’s hard to find some song but that’s rare
2552,This app is good but one problem,4,8/27/2021 13:31,I love this app but I tried to make a account like 10 Times And every time I’m done I press done It doesn’t do anything.
2553,Comment letters,5,7/30/2021 16:03,"I really don’t like the new comments when they appear transparent, it was waaaayyy liter when it was dark with white"
2554,Jdjjens,5,4/19/2021 5:03,I like this app a lot you don’t have to pay and you can listen to and music for free
2555,Easy to use platform!,4,7/24/2021 23:44,SoundCloud is an excellent platform for musicians and consumers. I would recommend this platform for anyone seeking to get the music out to the world.
2556,5-Apr,4,6/1/2021 5:12,The thing is that it’s very glitchy when I’m scrolling their my playlist and some other stuff please fix it.
2557,Amazing,5,4/1/2021 14:08,Only problem is that there is ads
2558,I enjoy,5,2/24/2021 14:45,"I love driving down the road,  pounding sound cloud!  It’s always playing awesome up to date music!!  👍👍"
2559,A laggy mess,1,3/31/2021 23:20,"I scroll for a playlist I have saved *lagges* it takes t minutes to play a single song
I pull up a song I’m listing too to save for later *lagged* *Crashes* (that’s new)
I’m done listing to SoundCloud so I close the app *Still playing the song after closing the app 47 seconds ago.

The app is a waste of time."
2560,"Very amazing! But, their are some issues...",4,3/29/2021 0:14,"It’s very nice! Many underrated artists, and amazing music. But.. their are some very inappropriate audios, so I recommend you monitor those more often."
2561,It’s a good music app!,4,3/23/2021 18:11,I really like it I just wish they had a loop button for song you want to listen to more than once
2562,Needs improvement,3,3/10/2021 18:17,This app would be hella better if you can message people using dms on our phones. Hope you guys can put this feature in the app plzzzzzzzz!
2563,Search,4,3/2/2021 16:12,Searching need to be improved a bit
2564,Good app to publish music,5,2/19/2021 19:33,It’s a great app to download your music listen to other music abs have others listen to yours
2565,HOPE,5,2/16/2021 9:08,This song captures the times we are all living in.
